pair_id,csv_file,name0,name1,rot0,rot1,num_matches,num_inliers,num_correct,precision,error_t,error_R,pose_error,estimated
scene0707_00_frame-000015.color_scene0707_00_frame-000585.color,scene0707_00_frame-000015.color_scene0707_00_frame-000585.color_matches.csv,scans_test/scene0707_00/sens/frame-000015.color.jpg,scans_test/scene0707_00/sens/frame-000585.color.jpg,0,0,465,96,294,0.632258064516129,89.46438424287318,11.913943436729733,89.46438424287318,True
scene0707_00_frame-000045.color_scene0707_00_frame-000105.color,scene0707_00_frame-000045.color_scene0707_00_frame-000105.color_matches.csv,scans_test/scene0707_00/sens/frame-000045.color.jpg,scans_test/scene0707_00/sens/frame-000105.color.jpg,0,0,327,23,116,0.3547400611620795,54.003065744149126,38.969550183804024,54.003065744149126,True
scene0707_00_frame-000045.color_scene0707_00_frame-000690.color,scene0707_00_frame-000045.color_scene0707_00_frame-000690.color_matches.csv,scans_test/scene0707_00/sens/frame-000045.color.jpg,scans_test/scene0707_00/sens/frame-000690.color.jpg,0,0,160,12,21,0.13125,72.55616201101861,48.86344674453671,72.55616201101861,True
scene0707_00_frame-000060.color_scene0707_00_frame-000585.color,scene0707_00_frame-000060.color_scene0707_00_frame-000585.color_matches.csv,scans_test/scene0707_00/sens/frame-000060.color.jpg,scans_test/scene0707_00/sens/frame-000585.color.jpg,0,0,278,31,97,0.3489208633093525,76.06728046848666,29.36470556330845,76.06728046848666,True
scene0707_00_frame-000090.color_scene0707_00_frame-000660.color,scene0707_00_frame-000090.color_scene0707_00_frame-000660.color_matches.csv,scans_test/scene0707_00/sens/frame-000090.color.jpg,scans_test/scene0707_00/sens/frame-000660.color.jpg,0,0,333,37,129,0.38738738738738737,22.269821190124066,4.1351135714577705,22.269821190124066,True
scene0707_00_frame-000105.color_scene0707_00_frame-000600.color,scene0707_00_frame-000105.color_scene0707_00_frame-000600.color_matches.csv,scans_test/scene0707_00/sens/frame-000105.color.jpg,scans_test/scene0707_00/sens/frame-000600.color.jpg,0,0,190,22,35,0.18421052631578946,89.08308476865537,52.87854253482975,89.08308476865537,True
scene0707_00_frame-000135.color_scene0707_00_frame-000165.color,scene0707_00_frame-000135.color_scene0707_00_frame-000165.color_matches.csv,scans_test/scene0707_00/sens/frame-000135.color.jpg,scans_test/scene0707_00/sens/frame-000165.color.jpg,0,0,302,114,153,0.5066225165562914,34.56765480374699,26.92364935845194,34.56765480374699,True
scene0707_00_frame-000150.color_scene0707_00_frame-000660.color,scene0707_00_frame-000150.color_scene0707_00_frame-000660.color_matches.csv,scans_test/scene0707_00/sens/frame-000150.color.jpg,scans_test/scene0707_00/sens/frame-000660.color.jpg,0,0,262,39,86,0.3282442748091603,41.82633297380932,29.822164002040598,41.82633297380932,True
scene0707_00_frame-000150.color_scene0707_00_frame-000690.color,scene0707_00_frame-000150.color_scene0707_00_frame-000690.color_matches.csv,scans_test/scene0707_00/sens/frame-000150.color.jpg,scans_test/scene0707_00/sens/frame-000690.color.jpg,0,0,258,80,138,0.5348837209302325,10.012785155290462,11.915256916951924,11.915256916951924,True
scene0707_00_frame-000165.color_scene0707_00_frame-000660.color,scene0707_00_frame-000165.color_scene0707_00_frame-000660.color_matches.csv,scans_test/scene0707_00/sens/frame-000165.color.jpg,scans_test/scene0707_00/sens/frame-000660.color.jpg,0,0,433,128,194,0.44803695150115475,39.18159884873906,47.31984827198574,47.31984827198574,True
